UNCOVERED 249/487
logistics-01자재창고.json	POST /trace/lots/{lotId}:complete	trace	생산 LOT 완료	403
logistics-01자재창고.json	POST /trace/lots/{lotId}:request-iqc-skip	trace	긴급 IQC 생략 요청	403
logistics-01자재창고.json	PUT /inventory/adjustments/{inventoryAdjustmentId}/lines	inventory	조정 라인 치환	403
logistics-01자재창고.json	PUT /inventory/counts/{inventoryCountId}/lines	inventory	한 위치의 실사 라인 치환	403
logistics-01자재창고.json	PUT /inventory/handling-units/{handlingUnitId}/contents	inventory	취급 단위 구성 치환	403
logistics-01자재창고.json	PUT /logistics/goods-issues/{goodsIssueId}/lines	logistics	출고 라인 치환	403
logistics-01자재창고.json	PUT /logistics/inbound-receipts/{inboundReceiptId}	logistics	입하 헤더 수정	403
logistics-01자재창고.json	PUT /logistics/inbound-receipts/{inboundReceiptId}/lines	logistics	입하 라인 치환	403
logistics-01자재창고.json	PUT /logistics/purchase-orders/{purchaseOrderId}	logistics	P/O 헤더 수정	403
logistics-01자재창고.json	PUT /logistics/purchase-orders/{purchaseOrderId}/lines	logistics	P/O 라인 치환	403
logistics-01자재창고.json	PUT /logistics/stock-transfers/{stockTransferId}/lines	logistics	이동 라인 치환	403
logistics-01자재창고.json	PUT /trace/lots/{lotId}/external-identifiers	trace	LOT 외부 식별자 치환	403
mdm-기준정보.json	GET /audit/events	audit	변경 이력 조회	403
mdm-기준정보.json	POST /mdm/spare-parts:import	mdm	예비품 엑셀 올리기	403
production-02생산실행.json	DELETE /planning/production-plans/{productionPlanId}	planning	생산 계획 삭제	403
production-02생산실행.json	DELETE /production/work-orders/{workOrderId}/resource-plans/{workOrderResourcePlanId}	production	4M 계획 배정 해제	
production-02생산실행.json	GET /planning/production-orders	planning	P/O 목록	
production-02생산실행.json	GET /planning/production-orders/{productionOrderId}	planning	P/O 한 건	
production-02생산실행.json	GET /planning/production-plans	planning	생산 계획 목록	
production-02생산실행.json	GET /planning/production-plans/{productionPlanId}	planning	생산 계획 한 건	
production-02생산실행.json	GET /production/material-consumptions	production	자재 투입 목록	
production-02생산실행.json	GET /production/material-consumptions/{materialConsumptionId}	production	자재 투입 한 건	
production-02생산실행.json	GET /production/material-returns	production	자재 반출 목록	
production-02생산실행.json	GET /production/material-returns/{materialReturnId}	production	자재 반출 한 건	
production-02생산실행.json	GET /production/operation-handovers	production	공정 인계 목록	
production-02생산실행.json	GET /production/operation-handovers/{operationHandoverId}	production	공정 인계 한 건	
production-02생산실행.json	GET /production/precheck-decisions	production	작업 전 점검 통제 판정 이력 조회	
production-02생산실행.json	GET /production/production-results	production	생산 실적 목록	
production-02생산실행.json	GET /production/production-results/{productionResultId}	production	생산 실적 한 건	
production-02생산실행.json	GET /production/repair-executions	production	수리 실행 목록	
production-02생산실행.json	GET /production/work-orders	production	W/O 목록·진행현황	
production-02생산실행.json	GET /production/work-orders/{workOrderId}	production	W/O 한 건	
production-02생산실행.json	GET /production/work-orders/{workOrderId}/resource-plans	production	4M 계획 배정 목록	
production-02생산실행.json	GET /production/work-orders/{workOrderId}/validation	production	4M 배정 유효성 점검	403
production-02생산실행.json	GET /production/work-sessions	production	작업 세션 목록	
production-02생산실행.json	GET /production/work-sessions/{workSessionId}	production	세션 한 건	
production-02생산실행.json	GET /production/work-sessions/{workSessionId}/events	production	세션 이벤트 목록	
production-02생산실행.json	GET /production/work-sessions/{workSessionId}/workers	production	세션 작업자 목록	
production-02생산실행.json	GET /trace/serial-numbers	production	제품 개체 목록	
production-02생산실행.json	POST /planning/production-orders/{productionOrderId}:acknowledge	planning	P/O 변경 확인 처리	403
production-02생산실행.json	POST /planning/production-orders/{productionOrderId}:resync	planning	ERP 재동기 요청	403
production-02생산실행.json	POST /planning/production-plans	planning	생산 계획 추가	403
production-02생산실행.json	POST /planning/production-plans/{productionPlanId}:confirm	planning	전개 확정	403
production-02생산실행.json	POST /production/material-consumptions	production	자재 투입 등록	403
production-02생산실행.json	POST /production/material-returns	production	자재 반출 등록	403
production-02생산실행.json	POST /production/operation-handovers	production	공정 인계 확정	403
production-02생산실행.json	POST /production/precheck-decisions	production	작업 전 점검 통제 판정 기록	403
production-02생산실행.json	POST /production/production-results	production	생산 실적 등록	403
production-02생산실행.json	POST /production/production-results/{productionResultId}:correct	production	실적 정정	403
production-02생산실행.json	POST /production/production-results/{productionResultId}:request-approval	production	실적 정정 상신	403
production-02생산실행.json	POST /production/repair-executions	production	수리 투입 등록	403
production-02생산실행.json	POST /production/repair-executions/{repairExecutionId}:return	production	수리 반출 등록	
production-02생산실행.json	POST /production/work-orders	production	W/O 발행	403
production-02생산실행.json	POST /production/work-orders/{workOrderId}/resource-plans	production	4M 계획 배정 추가	
production-02생산실행.json	POST /production/work-orders/{workOrderId}:cancel	production	W/O 취소	403
production-02생산실행.json	POST /production/work-orders/{workOrderId}:close	production	마감 · ERP 실적 송신	403
production-02생산실행.json	POST /production/work-orders/{workOrderId}:hold	production	작업 중단	403
production-02생산실행.json	POST /production/work-orders/{workOrderId}:release	production	확정·배포 · 생산LOT 선발행	403
production-02생산실행.json	POST /production/work-orders/{workOrderId}:resume	production	작업 재개	403
production-02생산실행.json	POST /production/work-sessions	production	작업 시작 — 세션 열기	403
production-02생산실행.json	POST /production/work-sessions/{workSessionId}/events	production	세션 이벤트 적재	403
production-02생산실행.json	POST /production/work-sessions/{workSessionId}/workers	production	작업자 참여	403
production-02생산실행.json	POST /production/work-sessions/{workSessionId}/workers/{workSessionWorkerId}:leave	production	작업자 이탈	403
production-02생산실행.json	POST /production/work-sessions/{workSessionId}:end	production	세션 닫기	403
production-02생산실행.json	POST /trace/serial-numbers	production	제품 개체 대량 발번	403
production-02생산실행.json	PUT /planning/production-plans/{productionPlanId}	planning	생산 계획 수정	403
production-02생산실행.json	PUT /production/work-orders/{workOrderId}	production	W/O 수정 · 4M 자원배정	403
quality-03품질.json	GET /quality/concessions	quality	특채 목록	
quality-03품질.json	GET /quality/concessions/{concessionId}	quality	특채 한 건	
quality-03품질.json	GET /quality/defect-records	quality	불량 실적 목록	
quality-03품질.json	GET /quality/defect-records/distribution	quality	불량코드 분포	
quality-03품질.json	GET /quality/disposition-decisions	quality	처분 결정 목록	
quality-03품질.json	GET /quality/disposition-decisions/{dispositionDecisionId}	quality	처분 결정 한 건	
quality-03품질.json	GET /quality/inspection-requests	quality	검사 의뢰 목록	
quality-03품질.json	GET /quality/inspection-requests/{inspectionRequestId}	quality	검사 의뢰 한 건	
quality-03품질.json	GET /quality/inspection-results	quality	검사 결과 목록	
quality-03품질.json	GET /quality/inspection-results/defect-rate-trend	quality	불량률 추이	
quality-03품질.json	GET /quality/inspection-results/summary	quality	검사 요약	
quality-03품질.json	GET /quality/inspection-results/{inspectionResultId}	quality	검사 결과 한 건	
quality-03품질.json	GET /quality/inspection-results/{inspectionResultId}/measurement-summary	quality	검사 결과의 항목별 측정 요약	
quality-03품질.json	GET /quality/inspection-results/{inspectionResultId}/measurements	quality	측정치 목록	
quality-03품질.json	GET /quality/lot-hold-events	quality	보류 등록·해제 사건 조회	
quality-03품질.json	GET /quality/lot-holds	quality	LOT 보류 목록	
quality-03품질.json	GET /quality/lot-holds/{lotHoldId}	quality	LOT 보류 한 건	
quality-03품질.json	GET /quality/lot-status-summary	quality	LOT 상태 요약	
quality-03품질.json	GET /quality/lot-status-transitions	quality	갈 수 있는 LOT 상태	
quality-03품질.json	GET /quality/lot-statuses	quality	LOT 품질 상태 목록	
quality-03품질.json	GET /quality/nonconformances/{nonconformanceId}/disposition-decisions	quality	이 부적합의 처분 결정	
quality-03품질.json	POST /quality/inspection-results	quality	검사 결과 저장	403
quality-03품질.json	POST /quality/inspection-results/{inspectionResultId}:confirm	quality	검사 판정 확정	403
quality-03품질.json	POST /quality/lot-holds	quality	LOT 보류 등록	403
quality-03품질.json	POST /quality/lot-holds/{lotHoldId}:release	quality	LOT 보류 해제·재판정	403
quality-03품질.json	POST /quality/nonconformances/{nonconformanceId}/disposition-decisions	quality	처분 판정 저장	403
quality-03품질.json	PUT /quality/inspection-results/{inspectionResultId}	quality	검사 결과 수정	403
shipment-04제품출하.json	GET /logistics/sales-orders	shipment	출하지시서 목록	
shipment-04제품출하.json	GET /logistics/sales-orders/{salesOrderId}	shipment	출하지시서 한 건	
shipment-04제품출하.json	GET /logistics/shipment-lot-allocations	shipment	출하 LOT 배분 목록	
shipment-04제품출하.json	GET /logistics/shipment-requests	shipment	출하작업지시 목록	
shipment-04제품출하.json	GET /logistics/shipment-requests/summary	shipment	출하작업지시 요약	
shipment-04제품출하.json	GET /logistics/shipment-requests/{shipmentRequestId}	shipment	출하작업지시 한 건	
shipment-04제품출하.json	GET /logistics/shipments	shipment	출하 목록	
shipment-04제품출하.json	GET /logistics/shipments/{shipmentId}	shipment	출하 한 건	
